frame,id,x1,y1,x2,y2
0,1,179.0012301533575,245.29874553750847,203.0012301533575,269.29874553750847
0,2,216.10940816124273,82.54532921482826,237.10940816124273,103.54532921482826
0,3,103.06014360259742,242.34021524555453,121.06014360259742,260.34021524555453
0,4,26.37952510018006,226.4898420501852,51.37952510018006,251.4898420501852
1,1,180.10530396293163,243.8316094312979,204.10530396293163,267.3077999074884
1,2,216.6952446751781,80.65597418061765,237.6952446751781,101.65597418061765
1,3,99.09917292203919,239.71072492032144,117.09917292203919,257.71072492032147
1,4,27.526725198571913,224.49468373876425,52.00291567476239,248.97087421495473
2,1,182.10092929247608,243.85840036810862,206.10092929247608,267.53581972294734
2,2,214.34871122372863,80.82304684167879,234.96454700085474,101.82304684167879
2,3,97.33290823831766,240.70408654637825,115.33290823831766,257.93575810063044
2,4,27.130333460937543,228.52689648584365,51.423588592902355,252.82015161780848
3,1,183.9616190262535,245.0382487179653,207.9616190262535,269.1471204824387
3,2,213.76011882112178,79.33899384164361,234.50127669505972,100.33899384164361
3,3,96.52737240151316,241.2855126575817,114.52737240151316,257.78916806165205
3,4,26.44482160194005,229.15714329140235,50.642411011147715,253.35473270061004
4,1,185.45665526560427,245.89620749401536,209.45665526560427,269.9725433718779
4,2,211.00245940265847,78.16187789604821,231.52212524269947,99.16187789604821
4,3,96.42581932507059,241.74012420214524,114.42581932507059,258.39211018183516
4,4,28.025907054100188,228.9109714112656,52.16444766728094,253.04951202444633
5,1,187.42327983405377,244.5404115839681,211.70840483640595,268.88010719682774
5,2,209.53174266034048,76.39195143563852,229.90323877651744,97.10682643328634
5,3,95.83858685539967,241.67475494680698,112.98321184834312,258.7110934272086
5,4,27.224284607949958,228.93380013852183,51.0381988261195,253.03283935904355
6,1,189.17445180867415,244.05817641058889,213.10225615858465,268.30342186661835
6,2,209.77946444314404,74.87349464474093,230.04766847927516,95.66764679572515
6,3,94.25050015444222,242.1192894052777,111.63295660739487,258.867480708331
6,4,27.577428096087186,228.6964532280845,51.4430822561706,252.7679552371837
7,1,190.64930670775883,243.1921322585905,214.32258324112874,267.37009866980225
7,2,207.98710779898903,74.03368899922091,228.45606798468418,94.88431211151786
7,3,92.46311177253287,240.74812572476787,110.01498110942367,257.839730091568
7,4,28.639514250159664,228.82497183289854,52.54202397499505,252.60252494337357
8,1,192.45396690531402,243.690436648287,215.94386002976967,267.54755496014013
8,2,206.06850636187366,72.56313273877909,226.40973371679954,93.18206774328841
8,3,91.55712627783396,241.2679208762703,108.68630586529278,258.60694911662387
8,4,27.86086743175202,229.25501752652306,51.789931028747766,253.09315951375473
9,1,194.7100193841657,243.08641381643196,218.3383228479327,266.9823010684541
9,2,205.82864315293054,70.47320517645876,226.0772832555729,91.19553681774003
9,3,90.3177019401684,239.17555386783175,107.68316642116145,256.6939275158124
9,4,27.40584855635845,230.37869540318366,51.35415975043641,253.98941932881786
10,1,196.76905768946767,242.40098409306387,220.22722657121153,266.0542793303153
10,2,203.45043575657692,68.99911405433495,223.63174807515193,89.79663386960532
10,3,86.39500407135321,239.65021878089652,103.93229067577977,257.2990091825918
10,4,28.31890472270124,229.79484413000804,52.281212423082216,253.5109778234108
11,1,198.189153258263,241.5646835606335,221.5233918045838,265.0412686346485
11,2,204.26253291609763,68.33779558768641,224.3948019727824,88.9195938597634
11,3,86.07471404884062,237.92548771025835,103.46666972452438,255.6692769760319
11,4,27.78646258850896,230.54124701858535,51.758965698313794,254.06367334257152
12,1,199.69642499701848,241.46633201737157,223.2106416604459,264.8140798272459
12,2,203.09831740210134,67.73496577778299,223.46516384452983,88.4298182964619
12,3,84.82068458952554,237.70265139211276,101.83634698445397,255.5157031921976
12,4,27.948886179874656,230.1571785581186,51.928822640613625,253.80870939921616
13,1,201.45701994086346,241.9723880833904,224.83226902107532,265.49640771982257
13,2,201.4627307268392,65.53588674175782,221.73043654014896,86.31320568173248
13,3,82.82889495146955,239.03754417062737,100.11057559857446,256.3606168533047
13,4,27.667600839157757,230.27293631900284,51.38270846151171,253.74839027886082
14,1,203.6714835516908,242.6589405938839,227.2155445260227,266.311573321058
14,2,200.19432807313206,65.07663986417971,220.38969797787348,85.91412872201586
14,3,81.83393601725471,237.7780040979048,99.30971137747575,254.4733669408362
14,4,28.627739620091432,231.07990432194703,52.149620360490246,254.42688742888055
15,1,205.22463430315952,242.43113142777452,228.89188230269957,265.9074338131968
15,2,199.36597415215869,62.9277592982944,219.508558407887,83.53897280957378
15,3,80.92589414029189,237.99811042047045,98.54330614550193,254.77578107877727
15,4,28.394468505462477,231.35880488009786,51.77534588290293,254.6120390111064
16,1,206.99879239928237,242.30640058754247,230.66604039882242,265.7827029729647
16,2,198.17730009974647,61.59268096806748,218.31988435547478,82.20389447934686
16,3,79.24297902637521,238.13209722009285,96.96375503710537,255.24000525788549
16,4,29.091485841494162,232.35410348333974,52.36946137182922,255.53892121218226
17,1,208.7729504954052,242.18166974731042,232.44019849494526,265.6579721327327
17,2,196.98862604733426,60.257602637840556,217.13121030306257,80.86881614911994
17,3,77.9603578161711,237.0045266280094,95.75657005331885,254.08328181545954
17,4,28.195488371677737,232.7830105054326,51.39836496406072,255.9178971661194
18,1,210.54710859152806,242.05693890707838,234.2143565910681,265.53324129250063
18,2,196.6681515702893,60.65934926840898,216.75895897648593,81.4117434410708
18,3,75.3034585246262,235.3185609500399,92.88456584280877,252.6461998917269
18,4,27.55634653224509,233.2164415540318,50.97457420566012,256.5850474745673
19,1,212.3212666876509,241.93220806684633,235.98851468719096,265.4085104522686
19,2,194.2274997942761,57.09077377006243,214.60609800709145,77.92154372499395
19,3,74.77817981570168,235.59401873879418,91.66197936857206,253.1033016531097
19,4,27.37850218712996,231.68634360044567,50.9539005283873,255.22552592107164
20,1,214.09542478377375,241.80747722661428,237.7626727833138,265.28377961203654
20,2,191.81774255924722,55.50509452363325,212.37906507195083,76.3856268740759
20,3,72.63894515927048,235.9139937514524,89.82429448425769,253.2856901353649
20,4,28.073017154083637,232.05804350621239,51.76312476083495,255.72171911705337
21,1,216.24816975614476,241.14145291150555,240.0702449325379,264.39613513067377
21,2,191.59784761441819,56.32039345971306,212.00050304076376,76.66936225784126
21,3,72.90834209375964,235.28252902031056,90.04361803334166,252.82396591513134
21,4,27.606039323594135,232.52204722996967,51.10970964946351,256.27658317041096
22,1,217.82792418697935,241.16609440560347,241.35311351314053,264.68994215781464
22,2,191.46144231400882,54.765140398836735,211.75265890013299,74.74076884558147
22,3,70.72381672356929,233.79318545189014,87.82254698347836,251.45850616820562
22,4,27.961745181664526,233.09001906887377,51.32934567540512,256.6407121909521
23,1,219.31936040283566,240.14622202106574,242.99440178623414,263.504741427321
23,2,190.79815115368882,53.278689074902104,211.00967431373465,73.26098696518235
23,3,69.71074544806413,233.8771669209488,86.78280309774519,251.63290338308855
23,4,28.931157602926238,234.47391852085715,52.19944847570369,257.8758383791564
24,1,221.89353066215568,239.6379118741564,245.37038822575278,263.18476206652844
24,2,188.56370493376068,51.44627355630188,208.98970654732875,71.70540288103707
24,3,66.77615109461016,235.7390549141937,84.09889822066913,252.7503117968727
24,4,27.996632751402924,234.91550924664548,51.192443153394194,258.4790042259675
25,1,221.6366513847893,240.03600194185583,245.26125882670678,263.71083416030535
25,2,187.29436185426854,49.28735911466248,207.8760006153946,69.47622665834788
25,3,65.10821418349008,235.31219723664762,82.61392541395628,252.3204130019877
25,4,27.952924296449567,235.99888724807013,51.095835292306944,259.4101505304934
26,1,224.21904982388654,238.8222441420298,247.9475039215828,262.5870290938353
26,2,186.55573747018212,49.82871661478825,206.9799365875047,69.96646095143997
26,3,64.68152498369045,234.7132812373009,82.32077140872991,251.98943370060582
26,4,28.470298723149774,235.65061557800183,51.57460142196559,259.22092975734955
27,1,226.86097335909506,239.50336650939553,250.39012900939673,263.3325041692952
27,2,184.83445601346804,48.766062336250116,205.4143727840412,69.13699219317108
27,3,63.2880521144235,233.42576150213233,80.21428968603202,250.89746588408389
27,4,28.300838093509945,236.01215241174108,51.64711899477003,259.6985488907226
28,1,228.8255983753127,239.65228161254683,252.4828148484738,263.5278906209568
28,2,182.72170609838645,46.50768421531578,203.14486814446883,67.04865522636007
28,3,62.73268764923131,232.63451419263666,79.94900881897269,250.24894092145863
28,4,27.801309957537057,237.00330023382685,51.05404091968008,260.50426243507246
29,1,231.33857049459118,239.45766062260736,255.0887248548146,263.36699539384665
29,2,182.3741467865007,44.5130234994604,202.68295531796716,65.17804055547413
29,3,61.9490842605145,232.46348952287482,79.37712113748377,249.91192505171844
29,4,27.65126894287176,236.4194504596535,50.56556684879855,259.51491839247007
30,1,231.28927271325972,239.95873233910356,255.37772652352498,263.89260773844245
30,2,181.89611353677859,44.76919783965599,202.39168102107342,65.52472681122762
